id,reviewId,creationDate,criticName,isTopCritic,originalScore,reviewState,publicatioName,reviewText,scoreSentiment,reviewUrl
taken_3,2242045,2015-01-13,Robert Levin,False,1.5/4,rotten,amNewYork,The movie stinks. It doesn't stink in a clever or interesting way. It's not even so bad that it's funny.,NEGATIVE,http://www.amny.com/entertainment/taken-3-movie-review-1-5-stars-1.9796001
taken_3,2241798,2015-01-09,Joe Neumaier,True,0/5,rotten,New York Daily News,Here it's the audience that gets taken.,NEGATIVE,http://www.nydailynews.com/entertainment/movies/3-movie-review-article-1.2072300
taken_3,2249445,2015-03-03,John Beifuss,False,2/4,rotten,"Commercial Appeal (Memphis, TN)","He never discovers the real killers are returning director Olivier Megaton and producer-auteur Luc Besson, who callously dispose of the sympathetic Lenore to create new motivation for their hero's lethal kinesthesia and for their own chaotic set pieces.",NEGATIVE,http://www.commercialappeal.com/go-memphis/entertainment-bog/mini-review-taken-3
taken_3,2241704,2015-01-09,MaryAnn Johanson,False,,rotten,Flick Filosopher,"This is a movie as its own death wish. To call it cheap, lazy, and perfunctory grants it a dignity that implies there was another path it could have taken.",NEGATIVE,https://www.flickfilosopher.com/2015/01/taken-3-movie-review-give-back.html
taken_3,2241670,2015-01-09,Mick LaSalle,True,2/4,rotten,San Francisco Chronicle,"If you love the other ""Taken"" movies, you will like this. But if you're determined to love it, you'll have to talk yourself into it - and even then, it might not work.",NEGATIVE,http://www.sfgate.com/movies/article/Taken-3-a-likable-not-lovable-Neeson-6003765.php
taken_3,2241619,2015-01-09,Bilge Ebiri,True,,rotten,New York Magazine/Vulture,"The concept is lame, and the execution is lame, too. The more the film advances, the less we care about the plot - or anything that happens to anybody, really.",NEGATIVE,http://www.vulture.com/2015/01/movie-review-taken-3.html
taken_3,2258508,2015-04-24,Paul Chambers,False,C-,rotten,Movie Chambers,"""Taken 3&#8243; is easily the weakest of the three films. Oh, sure, Neeson kicks some backside. But, this time the plotting is feeble and the action scenes are just barely acceptable.",NEGATIVE,http://www.moviechambers.com/2015/04/24/hollywoodhome-taken-3/
taken_3,2531075,2018-11-10,Frank Ochieng,False,2/4,rotten,SF Crowsnest,Let's face facts...we all were 'Taken' in by this pseudo punchy action yarn that no longer generates the destructive heat it once punctuated with carefree confidence.,NEGATIVE,https://www.sfcrowsnest.info/taken-3-film-review-by-frank-ochieng/
taken_3,2241644,2015-01-09,Richard Roeper,True,2/5,rotten,Chicago Sun-Times,"&#8203;I'll tell you what got ""Taken."" A hundred and twelve minutes of my life got ""Taken.""",NEGATIVE,
taken_3,2242565,2015-01-16,Jon Lyus,False,2/5,rotten,HeyUGuys,"With a damp squib of a sequel under its belt, the 'Taken' franchise grinds to an utterly underwhelming finale.",NEGATIVE,http://www.heyuguys.com/taken-3-review/
taken_3,2241491,2015-01-08,Kate Muir,True,2/5,rotten,Times (UK),"With his third kidnapping caper, Taken 3, Liam Neeson takes self-parody to new lows and the result is hysterically, enjoyably bad.",NEGATIVE,http://www.thetimes.co.uk/tto/arts/film/reviews/article4317621.ece
taken_3,2241566,2015-01-09,Willie Waffle,False,1.5/4,rotten,WaffleMovies.com,Liam Neeson doesn't have anything left to be taken.,NEGATIVE,http://dcw50.com/2015/01/09/taken-3-whats-left-to-take-review/
taken_3,2241564,2015-01-09,Brian Orndorf,False,D,rotten,Blu-ray.com,The first Taken was a gem. Its second sequel is an insult.,NEGATIVE,http://www.blu-ray.com/Taken-3/317392/#Preview
taken_3,2241655,2015-01-09,Keith Phipps,True,1.5/5,rotten,The Dissolve,"Megaton brings a cheese-grater approach to the editing of the action scenes, flitting from one angle to the next with no apparent concern for the effectiveness of any of them.",NEGATIVE,http://thedissolve.com/reviews/1305-taken-3/
taken_3,2241514,2015-01-08,Travis Hopson,False,2/5,rotten,Examiner.com,Surely they had to know this wouldn't be a satisfying payoff.,NEGATIVE,http://www.examiner.com/review/review-liam-neeson-s-set-of-skills-can-t-rescue-lousy-taken-3
taken_3,2241626,2015-01-09,Clay Cane,False,D,rotten,BET.com,Taken with no one taken? That would be like The Exorcist with no exorcist. Cabin in the Woods with no cabin in the woods. Nightmare on Elm Street with no nightmares.,NEGATIVE,http://blogs.bet.com/celebrities/what-the-flick/movie-review-taken-3/
taken_3,2472790,2018-04-22,Dennis Schwartz,False,C+,rotten,Dennis Schwartz Movie Reviews,A stinker.,NEGATIVE,https://www.sover.net/~ozus/taken3.html
taken_3,2241651,2015-01-09,Claudia Puig,True,1.5/4,rotten,USA Today,"If you've seen Taken or Taken 2, you've already been taken, and there's not much different here.",NEGATIVE,http://www.usatoday.com/story/life/movies/2015/01/09/taken-3-review/21486979/
taken_3,2241515,2015-01-08,Dustin Putman,False,2/4,rotten,TheFilmFile.com,"Mildly competent and mostly diverting, but the formula is getting stale, and it feels like everyone involved knows it. These characters deserve a break, and so does this increasingly preposterous, threadbare series.",NEGATIVE,http://www.thefilmfile.com/reviews/t/15_taken3.htm
taken_3,2241559,2015-01-09,Charlotte O'Sullivan,True,2/5,rotten,London Evening Standard,"The action sequences are not only visually confusing, but tension free.",NEGATIVE,http://www.standard.co.uk/goingout/film/taken-3--film-review-laconic-liam-neeson-knows-how-to-keep-a-straight-face-9967139.html
taken_3,2241160,2015-01-06,Emma Dibdin,False,1/5,rotten,Digital Spy,"This is as hackneyed and unashamedly cynical as sequels get, a miserable blend of tin-eared soap opera and clunky action that feels infinitely longer than its 109 minutes.",NEGATIVE,http://www.digitalspy.co.uk/movies/review/a619538/taken-3-review-as-hackneyed-and-unashamedly-cynical-as-sequels-get.html
taken_3,2241862,2015-01-11,Jeffrey M. Anderson,False,2/5,rotten,Common Sense Media,"Olivier Megaton (Taken 2) directs again, and from the movie's flagging energy level, it appears as if he, too, is ready to retire this series.",NEGATIVE,https://www.commonsensemedia.org/movie-reviews/taken-3
taken_3,2241799,2015-01-09,Nicolas Rapold,True,,rotten,New York Times,"The logy screenplay, by Luc Besson and Robert Mark Kamen, sags under head-clutchingly banal dramatic scenes. Only Mr. Neeson's appeal somehow survives unscathed, perhaps the most impressive stunt of all.",NEGATIVE,http://www.nytimes.com/2015/01/10/movies/taken-3-starring-liam-neeson.html?partner=rss&emc=rss&_r=0
taken_3,2241658,2015-01-09,Edward Douglas,False,3/10,rotten,ComingSoon.net,"This time around, the only thing getting taken is your money.",NEGATIVE,http://www.comingsoon.net/movies/reviews/397667-taken-3-review
taken_3,2241826,2015-01-10,David Nusair,False,3/4,fresh,Reel Film Reviews,...a sequel that's right in line with its immediate predecessor...,POSITIVE,http://reelfilm.com/taken.htm#3
taken_3,2241305,2015-01-07,Erin Free,False,,rotten,FILMINK (Australia),"In this third installment, it's the audience that gets taken...for its time, money, and intelligence.",NEGATIVE,
taken_3,2241390,2015-01-08,Neil Smith,False,2/5,rotten,Total Film,Liam Neeson cuts a rather sorry figure in what's less a final flourish for the series than a prolonged death rattle.,NEGATIVE,http://www.gamesradar.com/taken-3-review/
taken_3,2241729,2015-01-09,Roy Ivy,False,D+,rotten,Consequence,"Neither 3xcr3able nor 3citing, Tak3n is cold steakums for action fans that want fresh meat.",NEGATIVE,http://consequenceofsound.net/2015/01/film-review-taken-3/
taken_3,2241669,2015-01-09,Kyle Anderson,True,B-,fresh,Entertainment Weekly,"It's the weakest of the trilogy, but Taken 3 kicks just hard enough to survive another day.",POSITIVE,"http://www.ew.com/ew/article/0,,20890354,00.html"
taken_3,2245876,2015-02-06,Jesse Hassenger,False,,rotten,The L Magazine,"Taken 3 feels like a perfunctory coda. This time, it's vaguely impersonal.",NEGATIVE,http://www.thelmagazine.com/2015/01/taken-3-alleged-guilty-pleasure-europacorp/
taken_3,2241493,2015-01-08,Geoffrey Macnab,True,2/5,rotten,Independent (UK),What is laughable here is the extraordinarily clunky way in which the screenplay (co-written by the film's producer Luc Besson) combines family melodrama with random chases and fights.,NEGATIVE,http://www.independent.co.uk/arts-entertainment/films/reviews/taken-3--movie-review-this-laughable-action-film-starring-liam-neeson-suffers-from-a-preposterous-plotline-9961976.html
taken_3,2241522,2015-01-08,Matt Singer,True,2/10,rotten,ScreenCrush,Listen to me very carefully: Your money is about to be taken.,NEGATIVE,http://screencrush.com/taken-3-review/
taken_3,2522072,2018-10-24,Aaron Peterson,False,4/10,rotten,The Hollywood Outsider,"[Taken 3] is as clichéd and flawed an action vehicle as I have seen in some time, and when it came to a close I was just glad to finally see it end.",NEGATIVE,https://www.thehollywoodoutsider.com/taken-3-film-review/
taken_3,2242314,2015-01-15,Tomris Laffly,True,1/4,rotten,Movie Mezzanine,"The utterly asinine, clich-ridden, and aimless Taken 3 is so inept on every level...",NEGATIVE,http://moviemezzanine.com/taken-3-review/
taken_3,2241817,2015-01-09,Amy Nicholson,True,C,fresh,L.A. Weekly,All you need to know about Taken 3 is that Liam Neeson survives an explosive car crash - twice.,POSITIVE,http://www.laweekly.com/film/best-thing-in-taken-3-the-way-liam-neeson-says-bagels-5332089
taken_3,2241542,2015-01-09,Mark Dujsik,False,1/4,rotten,Mark Reviews Movies,Taken 3 isn't just superficially lazy. That quality is the core of the movie's being.,NEGATIVE,http://www.markreviewsmovies.com/reviews/T/taken3.htm
taken_3,102708494,2022-07-13,Brian Eggert,False,1/4,rotten,Deep Focus Review,The movie spends more time on silly and predictable plot twists than relishing the minor joy of watching this actor kick butt&#46;,NEGATIVE,https://deepfocusreview.com/reviews/taken-3/
taken_3,2241760,2015-01-09,Peter Howell,True,1.5/4,rotten,Toronto Star,"Taken 3 is such a blatant paycheque gig for Liam Neeson, you almost expect him to stop midmovie to deposit his loot into an ATM.",NEGATIVE,http://www.thestar.com/entertainment/movies/2015/01/09/taken_3_should_be_called_mistaken_3_review.html
taken_3,2763220,2021-02-02,Richard Crouse,False,1/5,rotten,Richard Crouse,"We don't go to the Taken movies to see great art, we go to have a good time at the movies. Unfortunately, this time around, that pleasure has been ""taken"" from us.",NEGATIVE,http://www.richardcrouse.ca/taken-3-1-star-its-audiences-that-get-brutalized-in-taken-3/
taken_3,2241700,2015-01-09,Betsy Sharkey,True,,rotten,Los Angeles Times,"""Taken 3"" is so unintentionally hilarious I couldn't help but wonder - do movie contracts carry a humiliation bonus clause these days?",NEGATIVE,http://www.latimes.com/entertainment/movies/la-et-mn-taken3-liam-nesson-review-20150110-column.html
taken_3,2241513,2015-01-08,Matt Prigge,False,2/5,rotten,Metro,"The kind of thing you give to Gary Busey, not the Oscar-nominated star of 'The Grey' (a masterpiece).",NEGATIVE,http://www.metro.us/entertainment/taken-3-is-short-on-liam-neeson-beatings-taking/zsJoai---6UttbF5YNW06/
taken_3,2323318,2016-04-26,Francesca Rudkin,False,3/5,fresh,New Zealand Herald,"It's Neeson that franchise fans will come back for. And although his lethally protective father routine has run its course, it's been fun watching the old bloke make the most of it.",POSITIVE,http://www.nzherald.co.nz/movie-reviews/news/article.cfm?c_id=1503737&objectid=11384145
taken_3,2241553,2015-01-09,Victoria Luxford,False,2/5,rotten,Radio Times,"Different enough to avoid becoming ridiculous, but not original enough to truly excite, Taken 3 may satisfy action fans but it's unlikely anybody will be begging for part four.",NEGATIVE,http://www.radiotimes.com/film/ct87rv/taken-3
taken_3,2427877,2017-10-17,M. Faust,False,,rotten,The Public (Buffalo),"It's sad that audiences are lining up to throw money at this just a few months after largely ignoring Neeson in a pretty good crime thriller, A Walk Among the Tombstones.",NEGATIVE,http://www.dailypublic.com/articles/01112015/review-taken-3
taken_3,2240884,2015-01-05,Tom Clift,False,1/5,rotten,Concrete Playground,"Flailing handheld camerawork, frantic over-editing and claustrophobic close-ups make it basically impossible to distinguish Mills from his enemies, or to decipher the geography of a given scene.",NEGATIVE,http://concreteplayground.com/sydney/event/taken-3/
taken_3,2241706,2015-01-09,Peter Travers,True,0/4,rotten,Rolling Stone,"Be warned, sequel fanboys: This thing sucks! At 62, Neeson still has a glare that means badass. Nothing else makes a damn lick of sense. The only thing getting taken is the audience.",NEGATIVE,http://www.rollingstone.com/movies/reviews/taken-3-20150109
taken_3,2241667,2015-01-09,Matt Patches,False,6.9/10,fresh,IGN Movies,"Neeson's charisma, Whitaker's gravitas, and a few smart action choices supplying action junkies with enough vitamins to live another day.",POSITIVE,http://www.ign.com/articles/2015/01/09/taken-3-review
taken_3,2301964,2015-12-31,Alejandro Alemán,False,,rotten,El Universal,What a spectacular way to ruin a great character. [Full review in Spanish],NEGATIVE,http://www.eluniversal.com.mx/blogs/alejandro-aleman/2015/12/25/las-peores-peliculas-que-vi-en-2015
taken_3,2301743,2015-12-30,David Blaustein,False,1.5/5,rotten,ABC News Radio,"Taken 3 may be this movie's title, but the only thing taken here will be your money if you decide to pay to see what is the worst film in this franchise.",NEGATIVE,http://abcnews.go.com/Entertainment/movie-reviews-selma/story?id=28114906
taken_3,2242710,2015-01-16,Philippa Hawker,True,2/5,rotten,The Age (Australia),"There's something sluggishly formulaic about the rollout of smackdowns, chase scenes and general mayhem involving wrecked cars. And a plot point involving warm bagels is downright ludicrous.",NEGATIVE,http://www.smh.com.au/entertainment/movies/taken-3-review-liam-neeson-debonair-but-lukewarm-action-and-warm-bagels-leave-you-cold-20150107-12jael.html
taken_3,2829828,2021-10-07,Anne Brodie,False,,fresh,AWFJ.org,Liam Neeson nails action like few others.,POSITIVE,https://awfj.org/blog/2015/01/05/awfj-movie-of-the-week-jan-5-9-taken-3/
taken_3,2241147,2015-01-06,Robbie Collin,True,1/5,rotten,Daily Telegraph (UK),No obvious connection to Takens passim other than its focus on a middle-aged man who'll punch or shoot anyone with a Slavic accent.,NEGATIVE,http://www.telegraph.co.uk/culture/film/filmreviews/11326925/Taken-3-review-a-tragedy.html
taken_3,2300782,2015-12-22,Alex Zane,False,2/5,rotten,The Sun (UK),"If the tagline It Ends Here is true then it's a poor finale, but perhaps it's the right time it is taken off our screens.",NEGATIVE,http://www.thesun.co.uk/sol/homepage/showbiz/6247832/Alex-Zane-film-reviews-Into-The-Woods-is-a-hilarious-mash-up-of-fairytales-and-songs.html
taken_3,2241158,2015-01-06,James Mottram,False,2/5,rotten,The List,"Seven years on, and with three episodes of The Expendables leaving the geri-action flick well and truly spent, Taken 3 feels as dozy as a pensioner in the midday sun.",NEGATIVE,http://film.list.co.uk/article/67448-taken-3/
taken_3,2242765,2015-01-16,Andy Crump,False,4.5/10,rotten,Paste Magazine,"Taken 3 isn't a good movie. Against all logic, it isn't a bad movie, either. Instead, it's so casual and indifferent to itself it lapses into something altogether appalling.",NEGATIVE,http://www.pastemagazine.com/articles/2015/01/taken-3.html
taken_3,2241345,2015-01-08,Tim Evans,False,,rotten,Sky Cinema,"Undemanding, formulaic fare...",NEGATIVE,http://www.sky.com/tv/movie/taken-3-2015?genre=all&window=cinema&certificate=all
taken_3,2301741,2015-12-30,Cris Kennedy,False,3/5,fresh,The Canberra Times (Australia),Thriller fans looking for a bit of brainless biff will lap it up.,POSITIVE,http://www.canberratimes.com.au/entertainment/movies/taken-3-review-dont-expect-to-be-taken-aback-20150107-12ijeb.html
taken_3,2241934,2015-01-12,Rich Cline,False,2/5,rotten,Contactmusic.com,"As with the first two films in this dumb but bombastically watchable franchise, writers Luc Besson and Robert Mark Kamen seemingly put no effort into writing a script that can even remotely hold water.",NEGATIVE,http://www.contactmusic.com/movie-review/taken-3
taken_3,2241582,2015-01-09,Sam Woolf,False,3/10,rotten,We Got This Covered,"Taken 3 makes clear that the only place left for this franchise to be taken is out back, and put out of its misery.",NEGATIVE,http://wegotthiscovered.com/movies/taken-3-review-liam-neeson/
taken_3,2241868,2015-01-11,Mark Kermode,True,1/5,rotten,Observer (UK),"The tagline promises ""It ends here"" but the denouement keeps the door open for more. What next? Taken 4: Taken the Piss?",NEGATIVE,http://www.theguardian.com/film/2015/jan/11/taken-3-review-lack-originality
taken_3,2241409,2015-01-08,Liam Maguren,False,1/5,rotten,"Flicks (AU, NZ, UK)",It's how I'd imagine an over-caffeinated Tony Scott would shoot a Transformer-less Transformers film.,NEGATIVE,http://www.flicks.co.nz/blog/reviews/review-taken-3/
taken_3,2241841,2015-01-10,Kevin Carr,False,2/5,rotten,Fat Guys at the Movies,The character of Bryan Mills is neutered into a generic action hero that barely has the depth to be believable in a 90s-era made-for-Showtime movie.,NEGATIVE,http://www.fatguysatthemovies.com/taken-3-movie-review/
taken_3,2241797,2015-01-09,Rafer Guzman,True,2/4,rotten,Newsday,"Neeson's late-life rebirth as an action star may be drawing to a close with this limping, wheezing entry in the ""Taken"" franchise.",NEGATIVE,http://www.newsday.com/entertainment/movies/taken-3-review-franchise-end-on-a-dispiriting-note-1.9790989
taken_3,2242775,2015-01-16,Ben Sachs,True,,rotten,Chicago Reader,"Forest Whitaker turns in one of his sleepiest performances; no one else seems to be trying very hard either, yet director Olivier Megaton delivers some good chases, fist fights, and shots of Neeson looking glum.",NEGATIVE,http://www.chicagoreader.com/chicago/taken-3/MovieTimes?oid=15903003
taken_3,2748201,2020-12-04,Mike Massie,False,6/10,fresh,Gone With The Twins,"Rather than jumping into unexplored territory, the film retreads several other prominent action movie staples.",POSITIVE,http://gonewiththetwins.com/new/taken-3-2015/
taken_3,2241860,2015-01-11,Scott Nash,False,2.5/4,fresh,Three Movie Buffs,"Not as much fun as it should have been, but still enjoyable in its own cheesy way.",POSITIVE,http://www.threemoviebuffs.com/review/taken-3
taken_3,2644654,2019-11-12,Brandon Davis,False,5.9/10,rotten,ComicBook.com,"Taken 3 delivers a stimulating and different story to the franchise, but combines it with unbelievable and poorly presented action sequences (however entertaining they may be).",NEGATIVE,https://comicbook.com/2015/01/09/taken-3-review-a-poorly-presented-plot-twisting-ride/
taken_3,2242276,2015-01-15,William Goss,True,,rotten,Austin Chronicle,...wheezes by with an inescapable sense of fatigue.,NEGATIVE,http://www.austinchronicle.com/calendar/film/2015-01-09/taken-3/
taken_3,2241761,2015-01-09,Gregory Wakeman,False,1/5,rotten,CinemaBlend,"Has the same nauseatingly bad script, predictably tedious plot, offensively clichd characterization and lifeless action that has populated hundreds of lame action films before it.",NEGATIVE,http://www.cinemablend.com/reviews/Taken-3-66437.html
taken_3,2241827,2015-01-10,David Hiltbrand,True,1/4,rotten,Philadelphia Inquirer,Nothing gets taken here except your ticket money.,NEGATIVE,
taken_3,2241163,2015-01-06,Peter Bradshaw,True,1/5,rotten,Guardian,"It's difficult to know what subtitle to give this. Taken 3: Not Again, or Taken 3: Seriously? or Taken 3: This Is Getting a Bit Much Frankly.",NEGATIVE,http://www.theguardian.com/film/2015/jan/06/taken-3-review-a-very-exhausted-set-of-skills
taken_3,2241890,2015-01-11,Jason Best,False,,rotten,Movie Talk,Producer Luc Besson and director Olivier Megaton appear to have forgotten what made the earlier Taken movies such guilty-pleasure hits.,NEGATIVE,http://blogs.whatsontv.co.uk/movietalk/2015/01/09/taken-3-film-review-guilty-pleasures-lacking-in-liam-neesons-third-turn-as-indestructible-ex-cia-agent-dad/
taken_3,2427175,2017-10-14,Sarah Marrs,False,,rotten,Lainey Gossip,Please don't bother with Taken 3. There's nothing redeemable about it.,NEGATIVE,http://www.laineygossip.com/Taken-3-Film-Review/34384
taken_3,2241621,2015-01-09,James Berardinelli,True,2/4,rotten,ReelViews,Taken 3 is exactly what one might anticipate from an unnecessary sequel in a mediocre franchise.,NEGATIVE,http://www.reelviews.net/php_review_template.php?identifier=2851
taken_3,2261673,2015-05-12,Sean Burns,False,,rotten,North Shore Movies,"Everyone involved with this picture should be embarrassed, and boy do they look it.",NEGATIVE,https://northshoremovies.wordpress.com/2015/01/09/review-taken-3/
taken_3,2245512,2015-02-05,Scott Weinberg,False,,rotten,Nerdist,So blatantly lazy and outrageously stupid it somehow makes me like the first Taken a little bit less. End this merciless tedium.,NEGATIVE,http://www.nerdist.com/2015/01/review-not-even-liam-neeson-can-salvage-taken-3/
taken_3,2241653,2015-01-09,Sheila O'Malley,True,1.5/4,rotten,RogerEbert.com,"Starting with the unimaginative (and, as it happens, incorrect) title, ""Taken 3,"" directed by Oliver Megaton, is both lazy and tremendously overwrought.",NEGATIVE,http://www.rogerebert.com/reviews/taken-3-2015
taken_3,2241516,2015-01-08,Frank Swietek,False,C-,rotten,One Guy's Opinion,"Just another extended chase movie, one far longer--and sillier--than a Road Runner cartoon.",NEGATIVE,http://www.oneguysopinion.com/taken-3/
taken_3,2690384,2020-05-15,Leigh Paatsch,False,2/5,rotten,Herald Sun (Australia),"Unfortunately, Taken 3 will be remembered as the one where Neeson just couldn't save the day.",NEGATIVE,https://www.heraldsun.com.au/entertainment/movies/leigh-paatsch/your-night-in-every-movie-on-tv-tonight-rated-or-slated/news-story/12d070fa128b6fe0b11b3ef86440f1e9
taken_3,2241268,2015-01-07,Damien Straker,False,1/5,rotten,Impulse Gamer,The Taken series is a right-wing male revenge fantasy and while we write these films off as silly and puerile they're influencing how Americans are seeing the world.,NEGATIVE,http://www.impulsegamer.com/taken-3-film-review/
taken_3,2527493,2018-11-02,Debbie Baldwin,False,,fresh,Ladue News,"No one gets taken. That's my beef. No one. Gets. Taken. I mean, come on.",POSITIVE,http://www.laduenews.com/arts-and-culture/columns/movie-review-taken/article_bff720f7-5070-52d8-9f3e-dbbd9ef54b01.html
taken_3,2241263,2015-01-07,Blake Howard,False,1.5/5,rotten,2UE That Movie Show,In the wake of Taken 2 and 3 we're completely sober to the fact that this veteran vengeance porn has become its own parody.,NEGATIVE,http://www.graffitiwithpunctuation.net/2015/01/08/taken-3-olivier-megaton-2015-movie-review/
taken_3,2241599,2015-01-09,Scott Mendelson,False,2.0/10,rotten,Forbes,Taken 3 makes Taken 2 look like Taken.,NEGATIVE,http://www.forbes.com/sites/scottmendelson/2015/01/09/review-taken-3-turns-liam-neeson-into-nicolas-cage/
taken_3,2242198,2015-01-14,Ed Whitfield,False,,rotten,The Ooh Tray,"A poor man's Fugitive, cut with generic action beats, washing powder, sugar, and other stuff designed to kill the buzz.",NEGATIVE,http://www.theoohtray.com/2015/01/14/film-review-taken-3/
taken_3,2242951,2015-01-19,Michael Dequina,False,2/4,rotten,TheMovieReport.com,"It is time for Mills to finally settle into a quiet retirement while Neeson moves on to better, heretofore untaken (in every sense) action showcases.",NEGATIVE,http://themoviereport.com/movierpt2015-01.html#taken
taken_3,2241620,2015-01-09,Bruce Kirkland,False,1.5/5,rotten,Jam! Movies,"With his quirks and thoughtful manner, Whitaker seems to be in a different movie. Neeson knows better, just going through the motions and spouting the idiotic dialogue that Besson and Kamen cooked up in English and Russian.",NEGATIVE,http://jam.canoe.ca/Movies/Reviews/T/Taken_3/2015/01/09/22172436.html?cid=rssentertainment
taken_3,2241563,2015-01-09,Roger Moore,False,1/4,rotten,Tribune News Service,"Generic, in all the worst ways",NEGATIVE,http://rogersmovienation.com/2015/01/09/movie-review-taken-3-should-have-never-left-the-drawing-board/
taken_3,2241537,2015-01-09,Alonso Duralde,True,,rotten,TheWrap,"Mgaton and editors Audrey Simonaud and Nicolas Trembasiewicz take every fist-fight, shoot-out and highway chase and shred them into milliseconds of mismatched visual information like something out of a latter-day Godard movie.",NEGATIVE,http://www.thewrap.com/taken-3-review-liam-neeson-forest-whitaker-famke-janssen/
taken_3,102724022,2022-08-25,Keith Garlington,False,2.5/5,rotten,Keith & the Movies,The good news is &#8220;Taken 3&#8221; is better than the last film&#44; but not by a wide margin&#46;,NEGATIVE,https://keithandthemovies.com/2015/01/21/review-taken-3/
taken_3,2241616,2015-01-09,Susan Granger,False,3/10,rotten,SSG Syndicate,"Tediously trifling domestic melodrama, punctuated by a discordant series of screeching, seemingly endless car chases on the Southern California freeways.",NEGATIVE,http://susangranger.com/?p=8060
taken_3,2242720,2015-01-16,Ben Kendrick,False,1.5/5,rotten,Screen Rant,Taken 3 takes the franchise past the point of absurdity - purely for the sake of selling a third series installment.,NEGATIVE,http://screenrant.com/taken-3-movie-reviews-2014/
taken_3,2241270,2015-01-07,Louise Keller,False,,fresh,Urban Cinefile,the charismatic presence of Liam Neeson and his impenetrable sense of decency carry the film way beyond its thrilling action sequences.,POSITIVE,http://www.urbancinefile.com.au/home/view.asp?a=20840&s=Reviews
